GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
eaux,eaux et autres boissons,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau de source Cristaline, embouteillée, non gazeuse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eaux,eaux et autres boissons,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus d'ananas, à base de concentré",52.3,0.41,11.9,0.096,2.75,11.9,0.0,3.1,0.0,0.1,4.57,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit, pur jus, multivitaminé",0.0,0.48,11.3,0.1,3.9,11.0,0.0,2.3,0.2,0.2,2.4,0.0
boissons sans alcool,eaux et autres boissons,Jus de fruits (aliment moyen),47.0,0.52,9.58,0.14,3.19,9.24,0.0041,2.42,0.053,0.074,2.89,0.011
boissons sans alcool,eaux et autres boissons,"Jus de carotte, pur jus",0.0,0.4,6.55,0.1,1.31,5.95,0.0,1.38,0.0,0.0,3.06,0.0
boissons sans alcool,eaux et autres boissons,"Jus de citron, maison",0.0,0.49,2.41,0.24,1.0,2.06,0.0,0.75,0.0,0.0,0.32,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit - base orange, multivitaminé",0.0,0.5,11.7,0.8,5.55,11.1,0.0,3.1,0.15,0.15,2.45,0.35
boissons sans alcool,eaux et autres boissons,"Jus d'orange, à base de concentré",45.6,0.63,9.59,0.13,2.6,9.59,0.0,2.42,0.2,0.098,3.17,0.0
boissons sans alcool,eaux et autres boissons,"Jus d'orange, maison",0.0,0.7,9.4,0.2,2.15,8.4,0.0,1.97,0.0,0.0,4.29,0.0
boissons sans alcool,eaux et autres boissons,"Jus de pomme, à base de concentré",48.5,0.24,11.3,0.098,5.68,10.8,0.0,2.12,0.5,0.5,1.54,0.0
boissons sans alcool,eaux et autres boissons,"Jus de pamplemousse (pomélo), à base de concentré",40.9,0.52,8.41,0.1,2.68,8.41,0.0,2.67,0.5,0.5,1.92,0.0
boissons sans alcool,eaux et autres boissons,"Jus de raisin, pur jus",69.2,0.25,16.3,0.057,7.73,16.0,0.0,7.25,0.5,0.5,0.047,0.0
boissons sans alcool,eaux et autres boissons,"Jus de grenade, pur jus",0.0,0.15,13.0,0.29,6.37,12.7,0.0,6.28,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Jus de pruneau,0.0,0.37,18.7,0.039,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus de raisin, à base de concentré",68.8,0.31,16.0,0.11,8.49,16.0,0.0,7.47,0.15,0.15,0.1,0.0
boissons sans alcool,eaux et autres boissons,"Jus de mangue, frais",0.0,0.19,9.5,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.2
boissons sans alcool,eaux et autres boissons,"Jus de fruit de la passion ou maracudja, frais",0.0,0.67,14.3,0.18,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus de pamplemousse (pomélo), maison",0.0,0.5,9.1,0.1,2.3,9.1,0.0,2.4,0.0,0.0,2.5,0.0
boissons sans alcool,eaux et autres boissons,"Jus de tomate, pur jus, salé à 3 g/L",23.2,0.88,4.13,0.17,1.51,4.13,0.0,1.28,0.0,0.0,0.59,0.0
boissons sans alcool,eaux et autres boissons,"Jus de pamplemousse (pomelo), pur jus",42.5,0.49,8.89,0.083,2.66,8.89,0.0,2.69,0.5,0.5,2.22,0.0
boissons sans alcool,eaux et autres boissons,"Jus de citron, pur jus",0.0,0.4,6.1,0.29,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus de citron vert, maison",0.0,0.42,1.69,0.07,0.61,1.69,0.0,0.6,0.0,0.0,0.48,0.0
boissons sans alcool,eaux et autres boissons,"Jus de citron vert, pur jus",0.0,0.25,1.24,0.23,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus de tomate, pur jus, salé à 6g/L",20.1,0.88,3.31,0.11,1.09,3.3,0.0,0.91,0.0,0.0,0.098,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit, à base de jus et purée de fruits",0.0,0.46,11.5,0.11,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus de clémentine ou mandarine, pur jus",0.0,0.66,10.6,0.14,2.0,10.0,0.0,1.6,0.2,0.2,5.1,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit, pur jus, standard",48.9,0.5,11.2,0.3,4.78,10.1,0.1,2.6,0.1,0.1,2.7,0.3
boissons sans alcool,eaux et autres boissons,"Jus multifruit - base raisin, standard",0.0,0.5,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.89,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit - base orange, standard",0.0,0.7,10.4,0.16,3.3,10.1,0.0,2.65,0.5,0.5,3.1,0.0
boissons sans alcool,eaux et autres boissons,"Jus de grenade, frais",0.0,0.2,11.6,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit - base pomme, standard",0.0,0.33,12.2,0.1,4.66,10.1,0.0,2.97,0.5,0.5,2.43,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit - base pomme, multivitaminé",0.0,0.33,11.0,0.1,5.2,10.2,0.0,2.9,0.5,0.5,2.04,0.0
boissons sans alcool,eaux et autres boissons,"Jus de fruit(s) et de légume(s), pur jus",0.0,0.85,9.5,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit, à base de concentré, standard",0.0,0.52,11.2,0.15,4.62,10.8,0.0,3.04,0.0,0.0,3.16,0.0
boissons sans alcool,eaux et autres boissons,"Jus d'orange, pur jus",45.4,0.61,9.61,0.11,2.56,9.61,0.0,2.47,0.0,0.098,3.46,0.0
boissons sans alcool,eaux et autres boissons,"Jus multifruit, à base de concentré, multivitaminé",0.0,0.29,10.8,0.091,0.0,10.3,0.0,0.0,0.0,0.0,2.06,0.0
boissons sans alcool,eaux et autres boissons,"Jus de fruits, pur jus (aliment moyen)",46.9,0.51,9.32,0.14,3.06,8.94,0.0049,2.34,0.038,0.072,2.88,0.015
boissons sans alcool,eaux et autres boissons,"Jus d'ananas, pur jus",52.9,0.41,12.1,0.074,2.79,12.1,0.0,3.17,0.0,0.0,4.24,0.0
boissons sans alcool,eaux et autres boissons,"Jus de pomme, pur jus",48.9,0.17,11.4,0.14,5.96,10.9,0.0,2.13,0.5,0.5,1.44,0.0
boissons sans alcool,eaux et autres boissons,"Jus d'orange sanguine, pur jus",0.0,0.63,10.2,0.1,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Smoothie,0.0,0.62,12.4,0.26,5.03,11.7,0.0,3.41,0.15,0.15,2.59,0.35
boissons sans alcool,eaux et autres boissons,"Nectar multifruit - base pomme, standard",0.0,0.28,10.0,0.1,2.9,10.0,0.0,2.1,0.5,0.5,5.0,0.0
boissons sans alcool,eaux et autres boissons,"Nectar multifruit - base pomme, multivitaminé",0.0,0.1,9.1,0.1,2.9,9.1,0.0,4.5,0.5,0.5,1.7,0.0
boissons sans alcool,eaux et autres boissons,Nectar d'abricot,0.0,0.21,13.7,0.03,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar de papaye,0.0,0.17,13.9,0.15,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar de poire,0.0,0.19,14.8,0.043,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Nectar multifruit, multivitaminé",0.0,0.24,11.3,0.1,2.3,10.9,0.0,2.1,0.2,0.2,5.6,0.0
boissons sans alcool,eaux et autres boissons,"Nectar multifruit, standard",49.7,0.3,11.5,0.089,4.76,11.0,0.0,3.55,0.0,0.0,2.71,0.0
boissons sans alcool,eaux et autres boissons,"Nectar multifruit - base orange, multivitaminé",0.0,0.4,11.1,0.1,2.75,10.3,0.0,2.65,0.5,0.5,4.85,0.0
boissons sans alcool,eaux et autres boissons,"Nectar multifruit - base orange, standard",0.0,0.3,12.2,0.12,2.2,10.8,0.0,3.1,0.5,0.5,5.3,0.0
boissons sans alcool,eaux et autres boissons,"Nectar, avec édulcorants, allégé en sucres",0.0,0.18,5.47,0.037,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar de pomme,0.0,0.14,10.9,0.075,3.87,10.6,0.0,2.38,0.5,0.5,3.39,0.0
boissons sans alcool,eaux et autres boissons,Nectar de fruit de la passion ou maracuja,0.0,0.3,15.2,0.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar de banane,0.0,0.23,13.6,0.048,1.89,12.6,0.0,2.03,0.15,0.15,8.66,0.35
boissons sans alcool,eaux et autres boissons,Nectar de goyave,0.0,0.14,11.3,0.16,1.98,9.97,0.0,1.64,0.15,0.15,6.35,0.0
boissons sans alcool,eaux et autres boissons,Nectar de mangue,0.0,0.2,12.3,0.083,2.17,11.6,0.0,1.93,0.15,0.15,7.37,0.0
boissons sans alcool,eaux et autres boissons,Nectar de pêche,0.0,0.22,12.1,0.05,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar d'ananas,0.0,0.1,13.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,Nectar d'orange,0.0,0.29,8.79,0.08,1.8,8.79,0.0,2.05,0.2,0.09,3.64,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants",0.0,0.05,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Limonade, sucrée",0.0,0.04,8.45,0.02,1.24,8.45,0.0,1.22,0.13,0.13,5.98,0.0
boissons sans alcool,eaux et autres boissons,Eau de coco,15.2,0.5,3.33,0.3,0.92,2.48,0.1,0.7,0.1,0.1,0.86,0.3
boissons sans alcool,eaux et autres boissons,"Boisson à l'eau minérale ou de source, aromatisée, sucrée",0.0,0.086,3.48,0.086,0.78,3.48,0.0,1.0,0.2,0.2,1.7,0.0
boissons sans alcool,eaux et autres boissons,"Tonic ou bitter, non sucré, avec édulcorants",0.0,0.05,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Tonic ou bitter, sucré, avec édulcorants",0.0,0.0,6.45,0.0,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson au thé, aromatisée, sucrée, avec édulcorants",0.0,0.0,5.3,0.0,0.47,5.3,0.0,0.47,0.2,0.2,4.35,0.0
boissons sans alcool,eaux et autres boissons,"Limonade, sucrée, avec édulcorants",0.0,0.0,3.0,0.0,0.4,3.0,0.0,0.4,0.2,0.2,2.2,0.0
boissons sans alcool,eaux et autres boissons,"Cola, sucré",41.8,0.093,10.2,0.062,2.84,10.2,0.0,2.87,0.1,0.1,4.45,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée",46.6,0.067,11.3,0.028,1.31,9.92,0.0,1.26,0.082,0.082,7.28,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants",0.0,0.06,0.96,0.13,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (à moins de 10% de jus), sucrée",0.0,0.1,4.4,0.1,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (10 à 50% de jus de jus), sucrée, avec édulcorants",0.0,0.0,6.17,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Kombucha, préemballé",9.46,0.5,1.45,0.3,0.51,1.45,0.1,0.34,0.1,0.1,0.6,0.3
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse, sans jus de fruit, sucrée",37.1,0.14,8.67,0.078,3.69,8.67,0.0,3.09,0.2,0.2,1.89,0.0
boissons sans alcool,eaux et autres boissons,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant",0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants",0.0,0.086,0.28,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants",0.0,0.0,7.0,0.0,0.6,7.0,0.0,0.5,0.2,0.2,3.8,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée, avec édulcorants",0.0,0.067,3.83,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Limonade, non sucrée, avec édulcorants",0.0,0.067,0.1,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Cola, sucré, avec édulcorants",0.0,0.0093,6.65,0.0033,0.95,6.65,0.0,0.9,0.2,0.2,2.2,0.0
boissons sans alcool,eaux et autres boissons,Diabolo (limonade et sirop),0.0,0.075,10.6,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée",0.0,0.081,9.97,0.051,2.6,9.74,0.0,3.1,0.2,0.2,3.8,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants",0.0,0.073,1.39,0.014,0.36,1.26,0.0,0.35,0.11,0.11,0.39,0.0
boissons sans alcool,eaux et autres boissons,"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau",0.0,0.5,2.42,0.0,0.0,0.83,0.0,0.17,0.0,0.5,0.25,0.0
boissons sans alcool,eaux et autres boissons,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",0.0,0.055,7.7,0.0,1.71,7.7,0.0,2.67,0.0,0.69,2.63,0.0
boissons sans alcool,eaux et autres boissons,"Cola, non sucré, avec édulcorants",1.3,0.081,0.11,0.053,0.01,0.11,0.0,0.0057,0.01,0.01,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson au thé, aromatisée, à teneur réduite en sucres",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson au thé, aromatisée, non sucrée, avec édulcorants",0.0,0.014,0.34,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Cola, sucré, sans caféine",43.8,0.0,11.0,0.0,6.1,11.0,0.0,4.48,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Cola, non sucré, avec édulcorants, sans caféine",0.87,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson au thé, aromatisée, sucrée",27.3,0.033,6.76,0.022,0.2,6.52,0.0,0.6,0.2,0.2,5.7,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants",0.0,0.0,6.8,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres",0.0,0.014,5.16,0.01,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée",0.0,0.1,11.2,0.07,2.09,10.6,0.0,2.05,0.2,0.2,6.25,0.0
boissons sans alcool,eaux et autres boissons,"Boisson plate aux fruits (10 à 50% de jus), sucrée",0.0,0.13,10.1,0.06,2.9,9.76,0.0,2.88,0.2,0.2,3.98,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants",0.0,0.063,0.45,0.13,0.13,0.43,0.0,0.13,0.2,0.2,0.16,0.0
boissons sans alcool,eaux et autres boissons,"Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée",0.0,0.0,7.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
boissons sans alcool,eaux et autres boissons,"Tonic ou bitter, sucré",0.0,0.068,8.28,0.066,2.29,7.38,0.0,2.28,0.2,0.2,2.81,0.0
